re_idx,idx,sentence,category,polarity,target,from,to
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,SERVICE#GENERAL,negative,NULL,0,0
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,RESTAURANT#PRICES,negative,NULL,0,0
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",FOOD#QUALITY,positive,Indian food,134,145
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",RESTAURANT#PRICES,negative,place,118,123
1735,BG#8:0,One of the BEST,RESTAURANT#GENERAL,positive,NULL,0,0
1736,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT#GENERAL,positive,Bukhara Grill,0,13
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,FOOD#PRICES,negative,lunch buffet,4,16
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,FOOD#QUALITY,positive,lunch buffet,4,16
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,SERVICE#GENERAL,positive,service,72,79
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,FOOD#QUALITY,positive,dinner,17,23
1741,BG#8:6,Bukhara is on my top 5 Indian places in NYC,RESTAURANT#GENERAL,positive,Bukhara,0,7
1742,DBG#2:0,Wretched and retching,RESTAURANT#GENERAL,negative,NULL,0,0
1745,DBG#2:3,I have never been so disgusted by both food an service.,FOOD#QUALITY,negative,food,39,43
1745,DBG#2:3,I have never been so disgusted by both food an service.,SERVICE#GENERAL,negative,service,47,54
1746,DBG#2:4,For starters they delivered us someone else's order.,SERVICE#GENERAL,negative,NULL,0,0
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,negative,kimchee,187,194
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,negative,Korean fair,87,98
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",FOOD#QUALITY,negative,food,38,42
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",SERVICE#GENERAL,negative,NULL,0,0
1751,DBG#2:9,None was made so i hung up.,SERVICE#GENERAL,negative,NULL,0,0
1752,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,FOOD#QUALITY,negative,NULL,0,0
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",FOOD#QUALITY,negative,meal,140,144
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",SERVICE#GENERAL,negative,NULL,0,0
1756,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,negative,restaurant,21,31
1757,DBG#2:15,Eat at your own risk.,FOOD#QUALITY,negative,NULL,21,31
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,positive,place,9,14
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,RESTAURANT#MISCELLANEOUS,positive,place,9,14
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,positive,four course prix fix menu,54,79
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE#GENERAL,positive,white organza tent,18,36
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,positive,service,4,11
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,positive,waiter,35,41
1762,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,positive,Casa La Femme,23,36
1763,DBG#7:0,More Williamsburg Garbage,RESTAURANT#GENERAL,negative,NULL,0,0
1766,DBG#7:3,The dishes came out around 5 minutes apart.,SERVICE#GENERAL,negative,NULL,0,0
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,neutral,bibimbap,4,12
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#STYLE_OPTIONS,negative,stone bowl,34,44
1768,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,negative,stone bowl,39,49
1769,DBG#7:6,The nakgi-bokum was horrible.,FOOD#QUALITY,negative,nakgi-bokum,4,15
1770,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,negative,stir-fried squid,17,33
1771,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,negative,sauce,4,9
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,neutral,side dishes,4,15
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#STYLE_OPTIONS,neutral,side dishes,4,15
1773,DBG#7:10,The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,negative,service,64,71
1775,DBG#7:12,She just nodded and walked off.,SERVICE#GENERAL,negative,NULL,0,0
1777,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,negative,NULL,0,0
1778,DBG#7:15,My wife had barely touched that mess of a dish.,FOOD#QUALITY,negative,dish,42,46
1779,DBG#7:16,We were charged full price.,SERVICE#GENERAL,negative,NULL,0,0
1782,ADLT#9:0,Lives up to the hype,RESTAURANT#GENERAL,positive,NULL,0,0
1784,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
1785,ADLT#9:3,It was well worth the wait.,RESTAURANT#GENERAL,positive,NULL,0,0
1786,ADLT#9:4,The wife had the risotto which was amazing.,FOOD#QUALITY,positive,risotto,17,24
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,negative,NULL,0,0
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#QUALITY,positive,NULL,0,0
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,positive,farro salad,4,15
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,positive,mashed yukon potatoes,24,45
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,positive,east village pizza,35,53
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,FOOD#QUALITY,positive,margherita pizza,7,23
1790,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,positive,place,10,15
1791,EVPK#4:2,A quintessential slice of NYC pizza.,FOOD#QUALITY,neutral,slice of NYC pizza,17,35
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive,crust,4,9
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive,sauce,48,53
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,positive,cheese,108,114
1793,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,positive,margherita pizza,22,38
1793,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,positive,NULL,0,0
1794,Z#6:0,Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,positive,Restaurant,27,37
1795,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,positive,modern Japanese brasserie,32,57
1795,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE#GENERAL,positive,modern Japanese brasserie,32,57
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,neutral,spot,60,64
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,positive,unmarked wooden doors,85,106
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,positive,décor,129,134
1797,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,positive,private booths,117,131
1797,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,positive,glass ceilings,226,240
1798,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,positive,NULL,0,0
1798,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE#GENERAL,positive,waiter,74,80
1799,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,positive,BBE $29 fixe prix menu,17,39
1799,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#STYLE_OPTIONS,positive,BBE $29 fixe prix menu,17,39
1801,Z#6:7,We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,positive,sashimi amuse bouche,33,53
1803,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,positive,Grilled Black Cod,13,30
1803,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,positive,Grilled Salmon dish,106,125
1805,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,positive,sake’s,4,10
1806,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,neutral,frozen black sesame mousse,27,53
1806,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,positive,matcha (powdered green tea) and blueberry cheesecake,94,146
1807,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,positive,brasserie,191,200
1807,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#PRICES,positive,brasserie,191,200
1808,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,positive,Zenkichi,95,103
1808,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",AMBIENCE#GENERAL,positive,Zenkichi,95,103
1809,CLF#6:0,Terrible would be a compliment!,RESTAURANT#GENERAL,negative,NULL,0,0
1810,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,negative,service,4,11
1812,CLF#6:3,We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,negative,NULL,0,0
1813,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,negative,NULL,0,0
1814,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,negative,service,63,70
1814,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS#PRICES,negative,drinks,124,130
1814,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",FOOD#PRICES,negative,pita bread,141,151
