re_idx,idx,sentence,category,polarity
2340,B00AH4A950_4_A37JIQH129VLKR:0,Initially I liked the product so much.,LAPTOP#GENERAL,positive
2341,B00AH4A950_4_A37JIQH129VLKR:1,Although it was slow but I felt it was ok for the price you have bought it.,LAPTOP#OPERATION_PERFORMANCE,negative
2341,B00AH4A950_4_A37JIQH129VLKR:1,Although it was slow but I felt it was ok for the price you have bought it.,LAPTOP#GENERAL,neutral
2341,B00AH4A950_4_A37JIQH129VLKR:1,Although it was slow but I felt it was ok for the price you have bought it.,LAPTOP#PRICE,neutral
2342,B00AH4A950_4_A37JIQH129VLKR:2,But now I am having battery problems.,BATTERY#OPERATION_PERFORMANCE,negative
2343,B00AH4A950_4_A37JIQH129VLKR:3,Laptop automatically shuts down when battery life reaches 30%.,LAPTOP#OPERATION_PERFORMANCE,negative
2345,B00AH4A950_4_A37JIQH129VLKR:5,I am not satisfied with the product.,LAPTOP#GENERAL,negative
2346,B00D7Z84OY_3_A3Q8WSIN4LWVLK:0,It's an amazing laptop.,LAPTOP#GENERAL,positive
2347,B00D7Z84OY_3_A3Q8WSIN4LWVLK:1,Most of the things about the laptop is awesome except the touchpad.,LAPTOP#GENERAL,positive
2347,B00D7Z84OY_3_A3Q8WSIN4LWVLK:1,Most of the things about the laptop is awesome except the touchpad.,MOUSE#GENERAL,negative
2348,B00D7Z84OY_3_A3Q8WSIN4LWVLK:2,The laptop is fast.,LAPTOP#OPERATION_PERFORMANCE,positive
2349,B00D7Z84OY_3_A3Q8WSIN4LWVLK:3,The Windows 8.1 used to boot in just 2s and that was freaking awesome.,OS#OPERATION_PERFORMANCE,positive
2350,B00D7Z84OY_3_A3Q8WSIN4LWVLK:4,Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either.,LAPTOP#OPERATION_PERFORMANCE,positive
2351,B00D7Z84OY_3_A3Q8WSIN4LWVLK:5,I am loving it completely.,LAPTOP#GENERAL,positive
2352,B00D7Z84OY_3_A3Q8WSIN4LWVLK:6,It does make a little noise but that's alright as it's not too much.,LAPTOP#QUALITY,neutral
2353,B00D7Z84OY_3_A3Q8WSIN4LWVLK:7,It doesn't get heated up much even after continuous usage.,LAPTOP#QUALITY,positive
2354,B00D7Z84OY_3_A3Q8WSIN4LWVLK:8,"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.",MOUSE#DESIGN_FEATURES,negative
2354,B00D7Z84OY_3_A3Q8WSIN4LWVLK:8,"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.",MOUSE#USABILITY,negative
2355,B00D7Z84OY_3_A3Q8WSIN4LWVLK:9,"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.",MOUSE#DESIGN_FEATURES,negative
2355,B00D7Z84OY_3_A3Q8WSIN4LWVLK:9,"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.",MOUSE#USABILITY,negative
2357,B00D7Z84OY_3_A3Q8WSIN4LWVLK:11,A smaller touchpad would make life easier for Computer Science students or IT people much more easier.,MOUSE#DESIGN_FEATURES,negative
2357,B00D7Z84OY_3_A3Q8WSIN4LWVLK:11,A smaller touchpad would make life easier for Computer Science students or IT people much more easier.,MOUSE#USABILITY,negative
2358,B00KMRGF28_181_A3EWXJNJTBYTQM:0,"Uhhhhhh, the computer looks good.",LAPTOP#DESIGN_FEATURES,positive
2359,B00KMRGF28_181_A3EWXJNJTBYTQM:1,"But, it works really slowwwwww!!!",LAPTOP#OPERATION_PERFORMANCE,negative
2360,B00KMRGF28_181_A3EWXJNJTBYTQM:2,It has got me feel like to take years to successfully open a web page.,LAPTOP#OPERATION_PERFORMANCE,negative
2361,B0096VDM8G_29_A1JFXUCXT356UK:0,Purchased it for my birthday and love it!,LAPTOP#GENERAL,positive
2365,B0096VDM8G_29_A1JFXUCXT356UK:4,I'm so glad that I have.,LAPTOP#GENERAL,positive
2366,B0096VDM8G_29_A1JFXUCXT356UK:5,It's been a very easy transition moving my Windows created files over to the Mac.,LAPTOP#USABILITY,positive
2367,B0096VDM8G_29_A1JFXUCXT356UK:6,So far I haven't lost any quality or information.,LAPTOP#QUALITY,positive
2367,B0096VDM8G_29_A1JFXUCXT356UK:6,So far I haven't lost any quality or information.,LAPTOP#MISCELLANEOUS,positive
2368,B0096VDM8G_29_A1JFXUCXT356UK:7,I have a little bit of a learning curve with the keyboard shortcuts.,KEYBOARD#USABILITY,neutral
2369,B0096VDM8G_29_A1JFXUCXT356UK:8,"But other than that, I really am loving the quality and speed.",LAPTOP#QUALITY,positive
2369,B0096VDM8G_29_A1JFXUCXT356UK:8,"But other than that, I really am loving the quality and speed.",LAPTOP#OPERATION_PERFORMANCE,positive
2370,B0096VDM8G_33_A16DVC8HE3Q3MW:0,Expensive but worth it.,LAPTOP#PRICE,negative
2370,B0096VDM8G_33_A16DVC8HE3Q3MW:0,Expensive but worth it.,LAPTOP#GENERAL,positive
2371,B0096VDM8G_33_A16DVC8HE3Q3MW:1,The display has a great resolution but have difficulty always seeing the small print.,DISPLAY#QUALITY,positive
2371,B0096VDM8G_33_A16DVC8HE3Q3MW:1,The display has a great resolution but have difficulty always seeing the small print.,DISPLAY#USABILITY,negative
2372,B0096VDM8G_33_A16DVC8HE3Q3MW:2,Haven't quite figured out how to make the font size larger overall.,DISPLAY#USABILITY,neutral
2374,B00FU83YWS_260_A2YQ3TFBY1MASP:0,This is without a doubt the worst laptop I've ever had.,LAPTOP#GENERAL,negative
2376,B00FU83YWS_260_A2YQ3TFBY1MASP:2,"And of course, the return window closed last week so now, I'm stuck with it.",LAPTOP#GENERAL,negative
2377,B00FU83YWS_260_A2YQ3TFBY1MASP:3,I will never buy another Lenovo anything!,LAPTOP#GENERAL,negative
2377,B00FU83YWS_260_A2YQ3TFBY1MASP:3,I will never buy another Lenovo anything!,COMPANY#GENERAL,negative
2378,B00FU83YWS_260_A2YQ3TFBY1MASP:4,"Unless you plan on using a mouse with this laptop, don't buy this.",MOUSE#GENERAL,negative
2379,B00FU83YWS_260_A2YQ3TFBY1MASP:5,"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.",MOUSE#OPERATION_PERFORMANCE,negative
2379,B00FU83YWS_260_A2YQ3TFBY1MASP:5,"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.",MOUSE#QUALITY,negative
2380,B00FU83YWS_260_A2YQ3TFBY1MASP:6,"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.",MOUSE#QUALITY,negative
2380,B00FU83YWS_260_A2YQ3TFBY1MASP:6,"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.",MOUSE#OPERATION_PERFORMANCE,negative
2380,B00FU83YWS_260_A2YQ3TFBY1MASP:6,"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.",MOUSE#USABILITY,negative
2381,B00FU83YWS_260_A2YQ3TFBY1MASP:7,"Today, it hasn't worked at all more than it has.",MOUSE#OPERATION_PERFORMANCE,negative
2383,B00FU83YWS_260_A2YQ3TFBY1MASP:9,"It hangs, freezes and just isn't working properly.",LAPTOP#OPERATION_PERFORMANCE,negative
2384,B00FU83YWS_260_A2YQ3TFBY1MASP:10,I have now been waiting almost a minute for the computer management window to open!,LAPTOP#OPERATION_PERFORMANCE,negative
2385,B00FU83YWS_260_A2YQ3TFBY1MASP:11,"Though I don't have much installed, I only have 96 of the 278G left!",LAPTOP#MISCELLANEOUS,negative
2386,B00FU83YWS_260_A2YQ3TFBY1MASP:12,"I have no idea what's taking up all the room, it doesn't make sense.",LAPTOP#MISCELLANEOUS,negative
2388,B00FU83YWS_260_A2YQ3TFBY1MASP:14,"I could go on and on, but suffice it to say, if you want to spend $400+ on a laptop, don't buy this one!",LAPTOP#GENERAL,negative
2388,B00FU83YWS_260_A2YQ3TFBY1MASP:14,"I could go on and on, but suffice it to say, if you want to spend $400+ on a laptop, don't buy this one!",LAPTOP#PRICE,negative
2389,B00FU83YWS_260_A2YQ3TFBY1MASP:15,It's definitely not worth the money.,LAPTOP#GENERAL,negative
2389,B00FU83YWS_260_A2YQ3TFBY1MASP:15,It's definitely not worth the money.,LAPTOP#PRICE,negative
2390,B00FU83YWS_65_A1KQSBBXF0PT6J:0,Very fast and good for most steam games.,LAPTOP#OPERATION_PERFORMANCE,positive
2390,B00FU83YWS_65_A1KQSBBXF0PT6J:0,Very fast and good for most steam games.,LAPTOP#MISCELLANEOUS,positive
2391,B00FU83YWS_65_A1KQSBBXF0PT6J:1,"Don't expect great graphics, though.",GRAPHICS#GENERAL,neutral
2392,B00FU83YWS_65_A1KQSBBXF0PT6J:2,"The keyboard and sound are great, and the matte screen works well.",KEYBOARD#GENERAL,positive
2392,B00FU83YWS_65_A1KQSBBXF0PT6J:2,"The keyboard and sound are great, and the matte screen works well.",MULTIMEDIA_DEVICES#QUALITY,positive
2392,B00FU83YWS_65_A1KQSBBXF0PT6J:2,"The keyboard and sound are great, and the matte screen works well.",DISPLAY#OPERATION_PERFORMANCE,positive
2393,B00FU83YWS_65_A1KQSBBXF0PT6J:3,Can run CS:GO at 60 fps on low settings.,DISPLAY#OPERATION_PERFORMANCE,positive
2394,B00FU83YWS_17_A222CVY87OUZ2U:0,Computer was DOA.,LAPTOP#QUALITY,negative
2395,B00FU83YWS_17_A222CVY87OUZ2U:1,Turned it on and it was beeping.,LAPTOP#QUALITY,negative
2404,B00KMRGF28_106_AGNDXNERJ5L83:0,I love this laptop.,LAPTOP#GENERAL,positive
2405,B00KMRGF28_106_AGNDXNERJ5L83:1,"Looks good , well built, and very good speed.",LAPTOP#DESIGN_FEATURES,positive
2405,B00KMRGF28_106_AGNDXNERJ5L83:1,"Looks good , well built, and very good speed.",LAPTOP#QUALITY,positive
2405,B00KMRGF28_106_AGNDXNERJ5L83:1,"Looks good , well built, and very good speed.",LAPTOP#OPERATION_PERFORMANCE,positive
2406,B00KMRGF28_106_AGNDXNERJ5L83:2,"Needed a 2 usb adapt. for network plug, no problem.",LAPTOP#CONNECTIVITY,neutral
2407,B00KMRGF28_106_AGNDXNERJ5L83:3,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.",KEYBOARD#GENERAL,positive
2407,B00KMRGF28_106_AGNDXNERJ5L83:3,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.",OS#GENERAL,positive
2408,B00KMRGF28_106_AGNDXNERJ5L83:4,Price makes this the laptop I was looking for.,LAPTOP#PRICE,positive
2408,B00KMRGF28_106_AGNDXNERJ5L83:4,Price makes this the laptop I was looking for.,LAPTOP#GENERAL,positive
2409,B00FU83YWS_262_APGJ4QQPM9QIX:0,So far I am very happy with this computer.,LAPTOP#GENERAL,positive
2410,B00FU83YWS_262_APGJ4QQPM9QIX:1,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",LAPTOP#GENERAL,positive
2410,B00FU83YWS_262_APGJ4QQPM9QIX:1,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",LAPTOP#DESIGN_FEATURES,positive
2410,B00FU83YWS_262_APGJ4QQPM9QIX:1,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",LAPTOP#CONNECTIVITY,positive
2410,B00FU83YWS_262_APGJ4QQPM9QIX:1,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",DISPLAY#DESIGN_FEATURES,positive
2410,B00FU83YWS_262_APGJ4QQPM9QIX:1,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",KEYBOARD#QUALITY,positive
2411,B00FU83YWS_262_APGJ4QQPM9QIX:2,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.",OS#GENERAL,positive
2411,B00FU83YWS_262_APGJ4QQPM9QIX:2,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.",LAPTOP#DESIGN_FEATURES,positive
2412,B00FU83YWS_262_APGJ4QQPM9QIX:3,The price was good.,LAPTOP#PRICE,positive
2413,B00FU83YWS_262_APGJ4QQPM9QIX:4,"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",MOUSE#OPERATION_PERFORMANCE,positive
2414,B00FU83YWS_262_APGJ4QQPM9QIX:5,I wish I had bought this sooner!,LAPTOP#GENERAL,positive
2415,B00KMRGF28_176_A7M27ZVQA4N2X:0,This is a great bargain.,LAPTOP#PRICE,positive
2416,B00KMRGF28_176_A7M27ZVQA4N2X:1,"Yes, it's running and old type processor so, hey, don't even try gaming on it.",CPU#DESIGN_FEATURES,neutral
2416,B00KMRGF28_176_A7M27ZVQA4N2X:1,"Yes, it's running and old type processor so, hey, don't even try gaming on it.",LAPTOP#MISCELLANEOUS,negative
2417,B00KMRGF28_176_A7M27ZVQA4N2X:2,"But, if you are just an average user, it works really great.",LAPTOP#MISCELLANEOUS,positive
2418,B00KMRGF28_176_A7M27ZVQA4N2X:3,"The screen is good, the whole things is very light and doesn't run hot.",DISPLAY#GENERAL,positive
2418,B00KMRGF28_176_A7M27ZVQA4N2X:3,"The screen is good, the whole things is very light and doesn't run hot.",LAPTOP#DESIGN_FEATURES,positive
2418,B00KMRGF28_176_A7M27ZVQA4N2X:3,"The screen is good, the whole things is very light and doesn't run hot.",LAPTOP#QUALITY,positive
2419,B00KMRGF28_176_A7M27ZVQA4N2X:4,"I'm very happy with it, typing on it right now and it is fast enough for that!",LAPTOP#GENERAL,positive
2419,B00KMRGF28_176_A7M27ZVQA4N2X:4,"I'm very happy with it, typing on it right now and it is fast enough for that!",LAPTOP#OPERATION_PERFORMANCE,positive
2420,B00KMRGF28_176_A7M27ZVQA4N2X:5,I like everything about this laptop.,LAPTOP#GENERAL,positive
2421,B00KMRGF28_176_A7M27ZVQA4N2X:6,It has no way of connecting to the internet save wifi but that's all I use anyway!,LAPTOP#CONNECTIVITY,neutral
2422,B00KMRGF28_176_A7M27ZVQA4N2X:7,I put that free app on for word processing and it works like a charm.,SOFTWARE#OPERATION_PERFORMANCE,positive
2423,B00KMRGF28_176_A7M27ZVQA4N2X:8,"I plugged it into my existing printers and it just worked, no fuss no muss.",LAPTOP#CONNECTIVITY,positive
2424,B00KMRGF28_176_A7M27ZVQA4N2X:9,It immediately recognized the printer and was ready to go.,LAPTOP#CONNECTIVITY,positive
2425,B00KMRGF28_176_A7M27ZVQA4N2X:10,Excellent buy.,LAPTOP#GENERAL,positive
2426,B00FU83YWS_144_A2V66HFJ93O4SH:0,The worst computer I have ever laid my eyes upon.,LAPTOP#GENERAL,negative
2427,B00FU83YWS_144_A2V66HFJ93O4SH:1,"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",LAPTOP#DESIGN_FEATURES,negative
2428,B00FU83YWS_144_A2V66HFJ93O4SH:2,"Ok, one light to let you know if the damn thing is on.",LAPTOP#DESIGN_FEATURES,negative
2429,B00FU83YWS_144_A2V66HFJ93O4SH:3,"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",LAPTOP#CONNECTIVITY,negative
2430,B00FU83YWS_144_A2V66HFJ93O4SH:4,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",LAPTOP#CONNECTIVITY,negative
2430,B00FU83YWS_144_A2V66HFJ93O4SH:4,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",LAPTOP#OPERATION_PERFORMANCE,negative
2430,B00FU83YWS_144_A2V66HFJ93O4SH:4,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",LAPTOP#USABILITY,negative
2432,B00KMRGF28_248_ALFFLXZLA8653:0,Too often I would find it not being able to stay connected to the internet.,LAPTOP#CONNECTIVITY,negative
2433,B00KMRGF28_248_ALFFLXZLA8653:1,I was unable to download iTunes to it.,LAPTOP#USABILITY,negative
2434,B00KMRGF28_248_ALFFLXZLA8653:2,Dell support was awful to deal with.,SUPPORT#QUALITY,negative
2435,B00KMRGF28_248_ALFFLXZLA8653:3,And the settings are simply annoying.,LAPTOP#MISCELLANEOUS,negative
2436,B00KMRGF28_248_ALFFLXZLA8653:4,Just not for me.,LAPTOP#GENERAL,negative
2437,B00KMRGF28_255_A145YHZR71EDFF:0,"The computer is as expected, and worth the money.",LAPTOP#GENERAL,positive
2437,B00KMRGF28_255_A145YHZR71EDFF:0,"The computer is as expected, and worth the money.",LAPTOP#PRICE,positive
2438,B00KMRGF28_255_A145YHZR71EDFF:1,The 8.1 windows is a major disappointment.,OS#GENERAL,negative
2439,B00KMRGF28_255_A145YHZR71EDFF:2,Operating a non touch screen on this system is a royal pain!,OS#USABILITY,negative
2441,B00KMRGF28_175_A3F52XJ7SM4P7:1,It came with no instruction book - no back up CD's and has already crashed.,LAPTOP#MISCELLANEOUS,negative
2441,B00KMRGF28_175_A3F52XJ7SM4P7:1,It came with no instruction book - no back up CD's and has already crashed.,LAPTOP#OPERATION_PERFORMANCE,negative
2441,B00KMRGF28_175_A3F52XJ7SM4P7:1,It came with no instruction book - no back up CD's and has already crashed.,LAPTOP#QUALITY,negative
2443,B0096VDM8G_45_A2SPGNGEHWEP8R:0,Hands down one of my best and most used purchases thus far.,LAPTOP#GENERAL,positive
2444,B0096VDM8G_45_A2SPGNGEHWEP8R:1,The Mid-2014 MacBook Pro does no disappoint...,LAPTOP#GENERAL,positive
2445,B0096VDM8G_45_A2SPGNGEHWEP8R:2,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",DISPLAY#QUALITY,positive
2445,B0096VDM8G_45_A2SPGNGEHWEP8R:2,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",LAPTOP#QUALITY,positive
2445,B0096VDM8G_45_A2SPGNGEHWEP8R:2,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",LAPTOP#DESIGN_FEATURES,positive
2445,B0096VDM8G_45_A2SPGNGEHWEP8R:2,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",CPU#OPERATION_PERFORMANCE,positive
2445,B0096VDM8G_45_A2SPGNGEHWEP8R:2,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.",COMPANY#GENERAL,positive
2446,B0096VDM8G_45_A2SPGNGEHWEP8R:3,"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.",LAPTOP#GENERAL,positive
2446,B0096VDM8G_45_A2SPGNGEHWEP8R:3,"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.",LAPTOP#USABILITY,positive
